COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;QUERY;NOTE
LG13;Bando attuativo Programma triennale ricerca e innovazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI44;Partecipazione dei Poli di Ricerca e Innovazione ai Cluster Tecnologici Nazionali (CTN);STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI36;Affidamento ad ASPI dell'incarico di Progettazione del tunnel stradale della Fntanabuona;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG2;Affidamento a societÃÂ  in house dell'incarico per la redazione dello studio di fattibilitÃÂ  del tunnel viario della Val Fontanabuona e Rapallo;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG5;Convenzione con societÃÂ  in house per la realizzazione di progettazione PP-PD Vairante Aurelia tra Andora e Alassio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG3;Affidamento a societÃÂ  in house dell'incarico per la redazione dello sdf del tratto aurelia bis Alassio-Andora;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG7;Affidamento di incarico per la redazione dello studio di fattibilitÃÂ  della colmata a mare;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG4;Convenzione con societÃÂ  in house per la realizzazione di progettazione PP-PD variante SP1 Aurelia-Capo Noli;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG6;Realizzazione di sdf e sostenibilitÃÂ  ambientale nella val di magra e bassa val di vara (protocollo di intesa);STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG8;Realizzazione della variante alla S.P. 15 carcare-Melogno. Lotto 3B2 di completamento;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI45;Interventi di adeguamento, potenziamento e messa in sicurezza della viabilitÃÂ  esistente di collegamento tra i centri abitati del Comune di Taggia e del Comune di Castellaro. II lotto di completamen;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LIG9;Realizzazione dell'ammodernamento e variante della S.P. 26 Valgraveglia III lotto;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG15;Strada di accesso all'Istituto Italiano di Tecnologia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG14;Intervento di mitigazione rischio idraulico torrente Rupinaro-Chiavari:opere complementari all'insediamento della Lames;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG16;Affidamento a societÃÂ  in house di intervento di dragaggio fiume Magra conseguente ad eventi alluvionali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI30;Affidamento a societÃÂ  in house di progettazioni interventi di ripristino infrastrutture danneggiate dagli eventi alluvionali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI31;Realizzazione interventi di ripristino infrastrutture danneggiate dagli eventi alluvionali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI10;Completamento tratta De Ferrari-Brignole della Metropolitana di Genova;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI11;Bando per la concessione di contributi relativi alla costruzione di nuovi impianti di trazione a fune a favore della mobilitÃÂ  collinare;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI46;Acquisto di mezzi di trasporto da destinare al servizio di trasporto pubblico locale nellÃÂ¿intero territorio della Liguria;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI12;Affidamento a societÃÂ  in house della gestione del progetto realtivo alla riconversione di aree ex industriali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI35;Interventi di potenziamento delle strutture laboratoristiche e delle reti di rilevamento acque di ARPAL;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI33;Interventi di completamento della rete cicabile ligure;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI42;Framura-III lotto completamento passeggiata a mare;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI13;Redazione studio di fattibilitÃÂ  relativo alla regimazione idraulica del torrente Entella (Protocollo intesa ratificto da R.L.);STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI14;Realizzaiozne della regimazione idraulica del torrente Nervia (AdP);STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI40;Parcheggio di Badalucco;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI41;Urbanizzazione antico borgo  di Balestrino;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI16;Realizzazione dei lavori di completamento dell'infrastrutturazione viaria del torrente Polcevera;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI17;Intervento di riconversione delle aree e immobili dello stabilimento Piaggio Aero Industries-Finale Ligure;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI15;Bando 'Progetti integrati di riqualificazione urbana';STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI19;Realizzazione schema depurativo di San Bartolomeo al Mare: Realizzazione collettori per reflui S.Bartolomeo a depuratore di Imperia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI18;Realizzazione schema depurativo Levanto-Bonassola: impianto consortile;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI22;Riparto fondi per linea di intervento Complessi monumentali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI23;Riparto fondi per linea di intervento Teatri storici;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI21;Riparto fondi per linea di intervento Distretti produttivi culturali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI24;Riparto fondi per il progetto integrato Sistema parchi e Alta Via dei monti Liguri;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI34;Approvazione programma di finanziamento interventi sulle piste ciclabili del Parco del Ponente Ligure;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI25;Lavori di riattivazione degli impianti di risalita;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI29;Bando per la realizzazione di nuove strutture scolastiche;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI38;Realizzazione di nuove strutture scolastiche-Interventi a regia regionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG23;Adeguamento strutture scolastiche esistenti alle nuove normative-interventi a regia regionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG24;Interventi di realizzazione, completamento, manutenzione straordinaria e messa a norma di impianti sportivi scolastici;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG22;Restauro conservativo, consolidamento e adeguamento funzionale, rivolsto a istruzione e formazione, di Villa Figoli-De Geneys (ITS)-convenzione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LG21;Potenziamento dotazioni tecniche di simulazione navale (ITS)-convenzione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI27;Assistenza tecnica-Affidamento a societÃÂ  in house della gestione del servizio informativo regionale Sirgil;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI26;Assistenza tecnica-Affidamento a societÃÂ  in house del serviizo di consulenza e assistenza tecnica del programma;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI28;Servizio di supporto al monitoraggio alle strutture responsabili PAR FAS - Convenzione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LI43;Convenzione Regione Liguria-A.R.E. Spa per attivitÃÂ  di supporto alle strutture regionali per progettazione strumenti di monitoraggio del Burden Sharing regionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LISA;Interventi di miglioramento dell'offerta sanitaria ligure;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
LI32;Interventi di miglioramento dell'offerta sanitaria ligure;STRUMENTI DI ATTUAZIONE DIRETTA;0;
91;MESSA IN SICUREZZA DELL'AMBIENTE MONTANO;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI14;Internazionalizzazione in uscita;STRUMENTI DI ATTUAZIONE DIRETTA;0;
81;INTERVENTI DI RESTAURO SU BENI CULTURALI, CONSOLIDAMENTO CIRCUITO RESIDENZE SABAUDE, AZIONI DI SISTEMA PER LA SICUREZZA E LA CONSERVAZIONE;STRUMENTI DI ATTUAZIONE DIRETTA;0;
71;SEZIONI PRIMAVERA AS 2009/2010;STRUMENTI DI ATTUAZIONE DIRETTA;0;
77;SPERIMENTAZIONE INTERVENTI DI SOCIAL HOUSING TRAMITE CASI PILOTA;STRUMENTI DI ATTUAZIONE DIRETTA;0;
89;Promozione turistica del piemonte Contributi ATL anno 2009;STRUMENTI DI ATTUAZIONE DIRETTA;0;
61;Reti Infrastrutturali e logistica - InfomobilitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
85;"PAR-FAS ASSE I.4.1411 INTERNAZIONALIZZAZIONE - MIS INT II PSO ""Contratti d'Insediamento""";STRUMENTI DI ATTUAZIONE DIRETTA;0;
86;"PAR-FAS ASSE I.4.1411 INTERNAZIONALIZZAZIONE - MIS INT II.5 PSO ""Contratti d'Insediamento""";STRUMENTI DI ATTUAZIONE DIRETTA;0;
94;PROGETTO OVER SESSANTACINQUE;STRUMENTI DI ATTUAZIONE DIRETTA;0;
96;PIANO ANNUALE DI INTERVENTI PER L'IMPIANTISTICA SPORTIVA PER L'ANNO 2009 L.R. 93/95;STRUMENTI DI ATTUAZIONE DIRETTA;0;
98;PIANO ANNUALE DI ATTUAZIONE 2008;STRUMENTI DI ATTUAZIONE DIRETTA;0;
68;ASSISTENZA TECNICA FAS;STRUMENTI DI ATTUAZIONE DIRETTA;0;
DISU;Difesa del suolo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AUTS;Sistema autostradale;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PISI;Sistema ricerca e innovazione;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PI10;ISTITUZIONE DI UN FONDO ROTATIVO PER LE AGENZIE FORMATIVE LEGGE REGIONALE 22 2009;STRUMENTI DI ATTUAZIONE DIRETTA;0;
80;VALORIZZAZIONE DELLE PRODUZIONI DELL'ARTIGIANATO PIEMONTESE SUL MERCATO INTERNO ED INTERNAZIONALE;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI09;SEZIONI PRIMAVERA AS 2012/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI12;BEI;STRUMENTI DI ATTUAZIONE DIRETTA;0;
FERM;SISTEMA FERROVIARIO  E METROPOLITANA;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PI08;RINNOVO PARCO BUS;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI03;piano annuale di interventi per l'impiantistica sportiva anno 2011;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI11;FORMAZIONE PER TUTTA LA VITA - FORMAZIONE FORMATORI;STRUMENTI DI ATTUAZIONE DIRETTA;0;
76;CERTIFICAZIONE DI PRODOTTO E/O DI SISTEMA E/O DI PERSONALE ADDETTO;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PIPO;Interventi di ammodernamento e messa in sicurezza dei presidi ospedalieri piemontesi;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PI02;VALORIZZAZIONE DEL PATRIMONIO ESCURSIONISTICO REGIONALE;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI04;PIANO ANNUALE DI INTERVENTI PER L'IMPIANTISTICA SPORTIVA PER L'ANNO 2008 L.R. 93/95;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI05;INVESTIMENTI PER IMPIANTI DI RISALITA AREE SCIABILI E OFFERTA TURISTICA CATEGORIA B;STRUMENTI DI ATTUAZIONE DIRETTA;0;
IDRI;INTERVENTI DEL S.I.I. E PER LA TUTELA DELLE RISORSE IDRICHE;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PI07;Promozione dei prodotti turistici-culturali Progetti Promozionali Strategici;STRUMENTI DI ATTUAZIONE DIRETTA;0;
69;BOTTEGHE SCUOLA;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI06;RIQUALIFICAZIONE E VALORIZZAZIONE DEL PATRIMONIO TURISTICO, SPORTIVO E CULTURALE ATTRAVERSO ADP;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PIPI;Poli di Innovazione;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PI01;PROGRAMMI TERRITORIALI INTEGRATI;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI16;Interventi sistema educazivo AA.SS. 2013/2015;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AZUT;Area metropolitana di Torino - Infrastrutturazione Zona Urbana di Trasformazione (Z.U.T.) AVIO OVAL;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PI21;TURISMO- SISTEMA MONTANO- PIANO ANNUALE PER INTERVENTI PER IMPIANTISTICA SPORTIVA 2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI19;TURISMO-PIANO ANNULAE DI ATTUAZIONE 2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI22;TURISMO- SISTEMA MONTANO- PIANO ANNUALE PER INTERVENTI PER IMPIANTISTICA SPORTIVA 2015;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI20;TURISMO-PIANO ANNULAE DI ATTUAZIONE 2015;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PI18;PROGETTI ARTIGIANATO;STRUMENTI DI ATTUAZIONE DIRETTA;0;
56;PAR-FAS - SISTEMA INFORMATIVO FORMAZIONE E LAVORO;STRUMENTI DI ATTUAZIONE DIRETTA;0;
57;PAR-FAS - SISTEMA REGIONALE INTEGRATO DI SANITA' ELETTRONICA;STRUMENTI DI ATTUAZIONE DIRETTA;0;
IRRI;Ammodernamento e razionalizzazione delle infrastrutture irrigue;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
70;SEZIONI PRIMAVERA AS 2008/2009;STRUMENTI DI ATTUAZIONE DIRETTA;0;
90;CAMPAGNA DI PROMOZIONE TURISTICA SULLA MONTAGNA INVERNALE NELLE STAZIONI FERRIVIARIE E AEREOPORTUALI ITALIANE;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AT_DGSCERP;Assistenza Tecnica OI DG SCERP;STRUMENTI ATTUAZIONE DIRETTA;0;
CREDITO_IM;Credito di imposta per gli investimenti nel Mezzogiorno;STRUMENTI ATTUAZIONE DIRETTA;0;
FCG_FVG;Riserva FCG Friuli VG;STRUMENTI ATTUAZIONE DIRETTA;0;
AT_DGME;Convenzione AT DGMEREEN-Invitalia;STRUMENTI ATTUAZIONE DIRETTA;0;
CHIUSURA;Progetto attuazione diretta AdG - controlli chiusura;STRUMENTI ATTUAZIONE DIRETTA;0;
CONTR_LOCO;Progetto attuazione diretta AdG - controlli in loco chiusura;STRUMENTI ATTUAZIONE DIRETTA;0;
COMM_ACCER;Progetto attuazione diretta AdG - commissioni di accertamento chiusura;STRUMENTI ATTUAZIONE DIRETTA;0;
TRASFERTE;Progetto attuazione diretta AdG - trasferte;STRUMENTI ATTUAZIONE DIRETTA;0;
SEGR_TECN;Progetto Segreteria Tecnica;STRUMENTI ATTUAZIONE DIRETTA;0;
SEG_T_DGME;Progetto Segreteria Tecnica DGMEREEN;STRUMENTI ATTUAZIONE DIRETTA;0;
AT_CDS;Assistenza tecnica Contratti di sviluppo;STRUMENTI ATTUAZIONE DIRETTA;0;
AT_DGIAI;Convenzione AT DGIAI-Invitalia;STRUMENTI ATTUAZIONE DIRETTA;0;
AT_FSC;Assistenza tecnica FSC;STRUMENTI ATTUAZIONE DIRETTA;0;
AT_POC;Assistenza tecnica POC;STRUMENTI ATTUAZIONE DIRETTA;0;
B_LARGA_2;Bando Aree bianche lotto 1 (Calabria) e 2 (Puglia) e lotto 3 (Sardegna);STRUMENTI ATTUAZIONE DIRETTA;0;
CDS_C;Contratti di Sviluppo coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA;0;
CDS_NC;Contratti di Sviluppo non coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA;0;
CDS_A3_1_3;Contratto di Sviluppo - ASSE 3 Azione 3.1.3;STRUMENTI ATTUAZIONE DIRETTA;0;
CS_FSC_CTR;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016;STRUMENTI ATTUAZIONE DIRETTA;0;
FSC_CDS_33;Contratti di Sviluppo Fondo Sviluppo e Coesione 2014-2020 Delibera CIPE 33/2015;STRUMENTI ATTUAZIONE DIRETTA;0;
CS_FSC_CTR:::CS_FSC_;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016:::Contratti di Sviluppo - parte contributo a valere sul Fondo;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;0;
CDS_ASSE4;Contratto di Sviluppo - ASSE 4;STRUMENTI ATTUAZIONE DIRETTA;0;
CDS_ASSE1;Contratto di Sviluppo - ASSE 1;STRUMENTI ATTUAZIONE DIRETTA;0;
BANDO_RETI;Bando reti distribuzione;STRUMENTI ATTUAZIONE DIRETTA;0;
V_INTERN;Voucher internazionalizzazione;STRUMENTI ATTUAZIONE DIRETTA;0;
EXPORT_SUD;Piano Export Sud;STRUMENTI ATTUAZIONE DIRETTA;0;
G_PR_AD;Bando Fondo Crescita Sostenibile - Agenda digitale;STRUMENTI ATTUAZIONE DIRETTA;0;
G_PR_IS;Bando Fondo Crescita Sostenibile - Industria sostenibile;STRUMENTI ATTUAZIONE DIRETTA;0;
HORIZON;Bando Fondo Crescita Sostenibile - Horizon PON;STRUMENTI ATTUAZIONE DIRETTA;0;
FCDS;Fondo Contratti di Sviluppo;STRUMENTI ATTUAZIONE DIRETTA;0;
FCG;Fondo di Garanzia;STRUMENTI ATTUAZIONE DIRETTA;0;
FFCS:::FFCS;Fondo Crescita Sostenibile:::Fondo Crescita Sostenibile;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;0;
FCG_FSC;FONDO GARANZIA PMI FSC;STRUMENTI ATTUAZIONE DIRETTA;0;
PCSL:::PCSL;Invertenti a sostegno dello sviluppo locale:::Invertenti a sostegno dello sviluppo locale;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;0;
F_181;Fondo L. 181/89;STRUMENTI ATTUAZIONE DIRETTA;0;
F_SMST;Fondo Smart&Start Italia;STRUMENTI ATTUAZIONE DIRETTA;0;
INVE_EST;Piano operativo investimenti esteri;STRUMENTI ATTUAZIONE DIRETTA;0;
CRATERE_AQ;Bando cratere sismico aquilano;STRUMENTI ATTUAZIONE DIRETTA;0;
GOVSATCOM;Programma Mirror GovSatCom;STRUMENTI ATTUAZIONE DIRETTA;0;
MISE_MATTM;Progetto Sostegno a comparti/filiere produttivi per lÂ¿innovazione tecnologica e la riduzione degli impatti ambientali dei prodotti, dei processi e delle organizzazioni;STRUMENTI ATTUAZIONE DIRETTA;0;
L181_89;Interventi aree di crisi L. 181/89;STRUMENTI ATTUAZIONE DIRETTA;0;
F_PMI:::F_PMI;Fondo PMI:::Fondo PMI;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;0;
SMST;Smart e start;STRUMENTI ATTUAZIONE DIRETTA;0;
COMPLPOIEE;Completamento POI Energia;STRUMENTI ATTUAZIONE DIRETTA;0;
RETI_TRASM;Manifestazione di Interesse Reti di Trasmissione;STRUMENTI ATTUAZIONE DIRETTA;0;
V_DIGIT;Voucher digitalizzazione dei processi aziendali e ammodernamento tecnologico;STRUMENTI ATTUAZIONE DIRETTA;0;
AD34;Regione Umbria - Tipologia 3.5.2b - Piano stralcio di comunicazione turistica -Campagna di comunicazione -DGR 1734 del 27 dicembre 2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD02;Regione Umbria - Tipologia 5.1.1a - Assistenza tecnica;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AP03;Regione Umbria - Tipologia 3.2.1b - Accordo di Programma Quadro in materia di difesa del suolo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AD31;Regione Umbria - Tipologia 5.1.1c - Variante al progetto SMG - QSN 2007-2013 Sistema unitario di monitoraggio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD33;Regione Umbria - Tipologia 2.2.2a - Bando TAC 2 finanziamento di investimenti innovativi per le imprese turistiche e promo-commercializzazione-Soggetti privati aggregati;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AP01;Regione Umbria - Azione 4.1.1 - Infrastrutture aeroportuali - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AD28;Regione Umbria - Azione 3.1.1 - Realizzazione di opere per l'approvvigionamento idrico e per la raccolte e il trattamento delle acque reflue - Emergenza idrica;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD26;Regione Umbria - Tipologia 3.2.1a - Prevenzione rischio idraulico - DGR 699 18/06/2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD30;Regione Umbria - Azione 2.5.1 - Consolidamento e continuitÃÂ  operativa dei datacenter regionali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD25;Regione Umbria - Azione 3.3.2 - Polo Energetico per la produzione di Energia da Fonti rinnovabili sito ex Fornace Scarca di Massa Martana - DGR 2035 del 31 dicembre 2010;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD16;Regione Umbria - Tipologia 3.5.2a - Avviso pubblico per il completamento degli attrattori di rilevante interesse finalizzato al perfezionamento delle reti e dei sistemi culturali e ambientali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD73;Regione Umbria - 4.2.1b ÃÂ¿ Riqualificazione area industriale Sant'Andrea delle Fratte;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD05;Regione Umbria - Tipologia 5.1.1d - Informazione e pubblicitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD29;Regione Umbria - Azione 3.5.1 - Interventi per la tutela e la valorizzazione della biodiversitÃÂ  e dei siti Natura 2000 - DGR 482 del 28 maggio 2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD20;Regione Umbria - Azione 2.2.1 - Bando ordinario ricerca e sviluppo anno 2013- Poli di innovazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD07;Regione Umbria - Azione 1.3.1 - Bando servizi di prossimitÃÂ  alle famiglie;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD12;Regione Umbria - Tipologia 1.2.1a - ITS Nuove Tecnologie per il made in Italy - Percorso meccatronica;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD32;Regione Umbria - Tipologia 3.2.1b - Consolidamento e messa in sicurezza rischio frane - DGR 699 18/06/2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AP05;Regione Umbria - Azione 3.1.1 - Accordo di Programma Quadro in materia di Risorse idriche;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AD18;Regione Umbria - Tipologia 2.1.1b - Sostegno  agli interventi di marketing territoriale.;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD22;Regione Umbria - Tipologia 2.1.1a - Sostegno all'internazionalizzazione - Programma 2012 (DGR 1304/2012);STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD11;Regione Umbria - Tipologia 1.2.1a-Avviso pubblico-Costituzione nuova Fondazione Istituto Tecnico Superiore I.T.S. e progettazione di nuovi percorsi di istruzione tecnica superiore - Triennio 2013-2015;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD13;Regione Umbria - Tipologia 4.3.1a - PUC2  attivitÃÂ  produttive - DGR 1076/2009;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD08;Regione Umbria - Tipologia 4.3.1c - Bando Interventi per la valorizzazione e il recupero delle infrastrutture e del patrimonio edilizio pubblico;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD40;Regione Umbria - Tipologia 3.2.1bÃÂ  - Interventi a regia regionale-Assisi e CasciaÃÂ  (DGR 1394/2013);STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD42;Regione Umbria - Tipologia 2.1.1a - Progetti Interregionali Regione/ICE/Mise: DGR 1325/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD14;Regione Umbria - Tipologia 4.3.1a - PUC2  opere pubbliche - DGR 1076/2009;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD48;Regione Umbria - Azione 1.2.1b -Sostegno formazione d'eccellenza - Avviso pubblico DGR455/14;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD44;Regione Umbria - Tipologia 2.1.1a ÃÂ¿ Sostegno ai progetti di internazionalizzazione delle imprese DGR n.1124/2014;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD45;Regione Umbria - Tipologia 2.1.1a ÃÂ¿ Sostegno ai progetti di internazionalizzazione delle imprese DGR n.1123/2014;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD23;Regione Umbria - Tipologia 2.2.2a - Bando per il finanziamento di interventi volti all'innalzamento degli standard di qualitÃÂ  alberghiera;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD24;Regione Umbria - Azione 2.4.1 - Infrastrutture per le telecomunicazioni - Piano Telematico - DGR 929/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD15;Regione Umbria - Tipologia 4.3.1a - PUC3 Opere pubbliche - DGR 281/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD49;Regione Umbria - 2.5.1 - Piano digitale reg. 2013-15 - Prog. trasversale consolidamento;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD43;Regione Umbria - Tipologia 2.1.1a ÃÂ¿ Sostegno ai progetti di internazionalizzazione delle imprese DGR n.30/2014;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD63;Regione Umbria - 2.5.1 - Piano digitale regionale 2013-15 - Programma trasversale opendata;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD01;Regione Umbria - Tipologia 3.5.2.a - Azione III.5.2.a ÃÂ¿Potenziamento della tutela e valorizzazione delle risorse naturali e culturali anche ai fini del turismo sostenibile.ÃÂ¿ Programma regionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD71;Regione Umbria - 3.5.2a - PAR FSC 2014 - Potenziamento della tutela e valorizzazione delle risorse naturali e culturali anche ai fini del turismo sostenibile;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD51;Regione Umbria - 2.5.1 - Piano digitale regionale 2013-15 - Programma trasversale regionedigitale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD10;Regione Umbria - Azione 3.3.1 - Piano interventi impiantistica rifiuti DGR 917/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD70;Regione Umbria - 2.5.1 - Piano digitale regionale 2013-15 - Programma trasversale comuni digitali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD19;Regione Umbria-tipologia 3.5.2a-Bando TAC 2 per interventi pubblici volti alla promo-commercializzazione turistica di prodotti tematici e d'area mediante realizzazione di progetti integrati collettivi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD52;Regione Umbria - 2.5.1 - Piano digitale reg. 2013-15 - Prog. trasversale piattaforme;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD64;Regione Umbria - 2.1.1a - Azione di Sistema II (DGR 1366/ 2014);STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD53;Regione Umbria - Azione 1.2.1b Piano Regionale Alta Formazione - Restauro - Dgr 1394/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD04;Regione Umbria - Tipologia 5.1.1c - Monitoraggio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD59;Regione Umbria - Expo 2015-Sistema Umbro delle imprese;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AP04;Regione Umbria ÃÂ¿ Tipologia 4.2.1a - Accordo di Programma Quadro in materia di Infrastrutture aree industriali;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
