OC_CODICE_PROGRAMMA;COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
PSCABRUZZO;SE12;Linea di Azione 1.3.1.c Iniziative ed eventi sportivi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SE13;Iniziative ed eventi sportivi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SE14;Linea di Azione II.1.2.b - Interventi per il miglioramento e la fruibilitÃ  degli istituti scolastici;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SE14;Linea di Azione II.1.2.b - Interventi per il miglioramento e la fruibilitÃÂ  degli istituti scolastici;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;SE13:::SE1;Iniziative ed eventi sportivi:::Linea di Azione II.1.2.b - Interventi per il miglioramento e la fruibilitÃ  degli istituti scolastici;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SEOB;Attuazione del Piano di Azione Obiettivi di Servizio - Servizi di cura per l'infanzia (Linea su 2 Direzioni - vedi anche Direzione DL);STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SEOB09;"Servizi di cura agli Anziani Â¿ Linea di_x000D_ Azione S1133 - Intervento 1 Â¿Teleassistenza e telesalute a supporto e integrazione del Servizio di Assistenza_x000D_ ""Domiciliare Integrato";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SEOB10;Â¿Servizi di cura agli AnzianiÂ¿ Â¿ Linea di_x000D_ Azione S1133 - Intervento 2 Â¿Integrazione del servizio di assistenza domiciliare integrato degli operatori_x000D_ socio sanitari (OSS)Â¿;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABRSE;Sensi contemporanei;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SF01;Sostenere le imprese operanti nei settori dell'industria, del commercio, dell'artigianato, del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, diversificazione ed espan;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SF01;Sostenere le imprese operanti nei settori dell'industria, del commercio, dell'artigianato, del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, diversificazione ed espan;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;SF02;Sostenere le Imprese operanti nei settori dellÂ¿ind, del comm., dellÂ¿artig., del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, divers. ed esp comm e prod;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SF02;Sostenere le Imprese operanti nei settori dellÃÂ¿ind, del comm., dellÃÂ¿artig., del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, divers. ed esp comm e prod;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;SF03;Bando iniziative di localizzazione, ampliamento e ammodernamento di unitÃ  industriali, attraverso l'utilizzo di CdS Locale per promuovere la competitivitÃ  del sistema prod. ed occup. R. A.;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SG01;Messa in sicurezza della sede dell'ARIT e delle banche dati ivi contenute;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SI01;Linea dÂ¿azione I.2.3.a Â¿ INT.1 Â¿Azioni di sistema volte a promuovere lo sviluppo territoriale di filiere e reti dÂ¿imprese, anche in rete europeaÂ¿;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SI03;Promuovere e valorizzare la destinazione turistica mediante la fruibilitÃ  delle risorse materiali ed immateriali, integrate ed aggregate, incentivando il raggiungimento di elevati standard di qualitÃ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SI04;Aumentare la competitivitÃ  della destinazione favorendo la cooperazione e le reti di aggregazione settoriale e territoriale di soggetti privati e/o pubblico-privati dellÂ¿offerta;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SI04;Aumentare la competitivitÃÂ  della destinazione favorendo la cooperazione e le reti di aggregazione settoriale e territoriale di soggetti privati e/o pubblico-privati dellÃÂ¿offerta;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;SI05;Linea d'azione I.3.1.d - Attivazione realizzazione progetti di eccellenza orientati al miglioramento dell'offerta integrata e alla successiva commercializzazione da parte di DMC e PMC;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SI1R;Migliorare lÂ¿accesso al credito delle PMI abruzzesi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SI3R;Iniziative ed eventi culturali connessi all'offerta turistica di destinazione e/o prodotto;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SI3R;Iniziative ed eventi culturali connessi all'offerta turistica di destinazione e/o prodotto;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;ABRSI;S.S.I.R.A.;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABRSJ;Atto Integrativo S.S.I.R.A.;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABRSK;S.S.I.R.A. - Secondo Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL02;Azione di sistema per rafforzare la capacitÃ  amministrativa e modernizzare la Regione nelle materie oggetto della riforma federalista;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SL02;Azione di sistema per rafforzare la capacitÃÂ  amministrativa e modernizzare la Regione nelle materie oggetto della riforma federalista;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;SL04;Garantire l'efficiente programmazione e implementazione del PAR FAS attraverso attivitÃ  di assistenza tecnica e di supporto alla progettazione operativa di singoli interventi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL05;Implementare le attivitÃ  della programmazione unitaria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL06;Sostegno ai progetti per la sicurezza e la legalitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL07;Accrescimento della capacity building negli Enti locali e nellÂ¿intera filiera interistituzionale anche attraverso l'innovazione e razionalizzazione della gestione associata dei servizi pubblici local;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL08;Accrescimento della capacity building negli Enti locali e nellÂ¿intera filiera interistituzionale anche attraverso l'innovazione e razionalizzazione della gestione associata dei servizi pubblici local;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL09;Sostegno a interventi diretti allo sviluppo della formazione permanente ed al potenziamento dei livelli di competenza degli studenti;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007AB002FA001;SL09;Sostegno a interventi diretti allo sviluppo della formazione permanente ed al potenziamento dei livelli di competenza degli studenti;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PAR FSC ABRUZZO;0;
PSCABRUZZO;SL10;Sostenere i Comuni del territorio regionale per l'attuazione degli interventi generali inerenti i servizi sociali programmati;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SL4R;Sostenere gli Ambiti Territoriali Sociali nellÂ¿attuazione dei Piani di Zona quali strumento di programmazione dei servizi sociali sul territorio;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SLR6;LdA V.1.1.a Sostenere gli Ambiti Territoriali Sociali nellÂ¿attuazione dei Piani di Zona quali strumento di programmazione dei servizi sociali sul territorio;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SLOB;Intervento per potenziamento dei laboratori di settore degli Istituti Professionali di Stato;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABRSL;Sviluppo Locale e Riequilibrio Aree Interne;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABRSM;Sviluppo locale - I Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABRSN;Sviluppo locale - II Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;SROB;"Attuazione dei Programmi ""Straordinari per lo sviluppo delle raccolte differenziate il recupero e il riciclo"" e del ""Programma straordinario per la prevenzione e riduzione dei rifiuti""";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
2007IT001FAOS1;SROB;"Attuazione dei Programmi ""Straordinari per lo sviluppo delle raccolte differenziate il recupero e il riciclo"" e del ""Programma straordinario per la prevenzione e riduzione dei rifiuti""";STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;ODS ABRUZZO;0;
PSCABRUZZO;ABRSW;S.S.I.R.A. - III Atto integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABSC-UNI;Scuola - Universita;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABSI;Reti, schemi irrigui e bacini di accumulo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABSS;Recupero Strutture pregio Storico e architettonico;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCABRUZZO;ABVI-IND;"Graduatorie ""Vita indipendente""";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC ABRUZZO;0;
PSCCITMETBARI;CMB;PATTO PER LO SVILUPPO DELLA CITTA' METROPOLITANA DI BARI;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BARI;0;
2014ACTXXPAC00;UC01;UnitÃÂ  Competente per le Operazioni per il PON GAT;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC GOVERNANCE;0;
PSCBASILICATA;AD02;Regione Umbria - Tipologia 5.1.1a - Assistenza tecnica;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;AD05;Regione Umbria - Tipologia 5.1.1d - Informazione e pubblicitÃ ;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCUNIVRICERCA;A22;Cluster Tecnologici;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC RICERCA;0;
2014IT16M2OP005;A12;MobilitÃ  dei ricercatori;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON RICERCA;0;
2017POCRICERCA1;A12;MobilitÃ  dei ricercatori;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC RICERCA;0;
PSCBASILICATA;AIMT;Interventi per la tutela e la salvaguardia della viabilitÃ  a livello provinciale Matera;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;AIPZ;Interventi per la tutela e la salvaguardia della viabilitÃ  a livello provinciale Potenza;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC BASILICATA;0;
2019AREAINTVEN;AIVE1UMSR7;APQ Regione Veneto Area interna - Unione Montana Spettabile Reggenza Sette Comuni;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI VENETO;0;
2007IT004FAMA1;API1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Piemonte;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
2012MISE1PAC22;PDM;DM 23/07/2009 (Investimenti Produttivi Innovativi) - Contributo alle imprese;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
2007SA002FA016;SABO;Delibera CIPE 87/2012 Recupero siti dismessi;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PRA SARDEGNA;0;
2007IT004FAMA1;AMA1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Marche;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
2007IT004FAMA1;AVA1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Valle d'Aosta;ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
2014IT16M2OP005;A22;Cluster Tecnologici;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON RICERCA;0;
2007SA002FA016;SASN;APQ Interventi di rilevanza strategica regionale settore sanita - Del. CIPE 50/2014 (riassegnazione risorse revocate dalla del.CIPE 21/2014 e rimodulazione del.CIPE 93/2012);ACCORDO DI PROGRAMMA QUADRO (APQ);2007-2013;FSC;PRA SARDEGNA;0;
2012MISE3PAC31;ASST;Assistenza tecnica all'ADG;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE MISURE ANTICICLICHE;0;
PSCCAMPANIA;CMAX;Infrastrutture per i Sistemi urbani - III Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;PSC CAMPANIA;0;
2007CA001FA009;CMAT;Delibera CIPE n.90 del 2012 - Assistenza tecnica e azioni di sistema;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FSC;PRA CAMPANIA;0;
2019AREAINTTREN;TR2019001;APQ aree interne TRENTO - Tesino;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI PA TRENTO;0;
2012MISE1PAC22;ATPA;Assistenza tecnica Invitalia;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
2012MIURXPAC21;3MUR;MIUR - Asse 3;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MIUR;0;
2012MISE1PAC31;ATZF;Assistenza Tecnica ZFU;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE NUOVE AZIONI E MISURE ANTICICLICHE;0;
2012MISE3PAC31;ATCS;Assistenza tecnica all'OI DGIAI per la gestione dei contratti di sviluppo;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE MISURE ANTICICLICHE;0;
2012MISE3PAC31;ATDM;Assistenza tecnica Soggetto Gestore per Investimenti Innovativi-PAC Campania;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE MISURE ANTICICLICHE;0;
2017POCRICERCA1;APOC;Assistenza Tecnica al POC;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC RICERCA;0;
2014IT16M2OP005;A31;Assistenza Tecnica;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON RICERCA;0;
2014IT16M2OP005;A51;AttivitÃ  di sostegno alle attivitÃ  di programmazione, gestione e attuazione degli interventi sostenuti attraverso REACT-EU;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR-FSE;PON RICERCA;0;
2014IT16M2OP005:::PSCUNIVRICERCA;A51:::A51;AttivitÃ  di sostegno alle attivitÃ  di programmazione, gestione e attuazione degli interventi sostenuti attraverso REACT-EU:::AttivitÃ  di sostegno alle attivitÃ  di programmazione, gestione e attuaz;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC RICERCA;0;
PSCUNIVRICERCA;CLAB;Doctor Startupper e Contamination Labs;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC RICERCA;0;
2007IT161PO006:::2012MISE1PAC22;ATEC;Assistenza Tecnica;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;FESR;PON CONV FESR RICERCA E COMPETITIVITÀ:::PROGRAMMA PAC MINISTERO DELLO SVILUPPO ECONOMICO - IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
2018FSCGIOVIMP;AT_RSU;Assistenza Tecnica Resto al Sud;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;RESTO AL SUD;0;
2012MISE1PAC22;ATSS;Assistenza tecnica Smart e Start;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
PSCBASILICATA;B031;PATTO BASILICATA - INTERVENTO STRATEGICO 3.1 - Infrastrutture viarie;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B041;PATTO BASILICATA - INTERVENTO STRATEGICO 4.1 - Rete stradale Infraregionale e regionale - Provincia di Potenza;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B042;PATTO BASILICATA - INTERVENTO STRATEGICO  4.2 Rete stradale Infraregionale e regionale - Provincia di Matera;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B043;PATTO BASILICATA-INTERVENTO STRATEGICO-Messa in sicurezza infrastrutture esistenti-Piano straordinario di messa in sicurezza delle strade nei piccoli comuni delle aree interne ex Delibera CIPE 14/2019;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B051;PATTO BASILICATA - INTERVENTO STRATEGICO 5. Connessione rete aeroportuale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B071;PATTO BASILICATA - INTERVENTO STRATEGICO  7 CICLOVIE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B082;PATTO BASILICATA - INTERVENTO STRATEGICO 8.2 Agenda digitale - Scuola digitale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B083;PATTO BASILICATA - INTERVENTO STRATEGICO 8.3 AGENDA DIGITALE -  Progetto di e-healt per le aree interne e territorio regionale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B084;PATTO BASILICATA - INTERVENTO STRATEGICO 8.4 AGENDA DIGITALE - Nuovo Data Center regionale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B085;INTERVENTO STRATEGICO 8.4 AGENDA DIGITALE - Nuovo Data Center regionale - Standardizzazione dei procedimenti amministrativi e dei servizi del sistema territoriale locale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B091;PATTO BASILICATA - INTERVENTO STRATEGICO 9.1 RIFIUTI;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B101;PATTO BASILICATA - INTERVENTO STRATEGICO 10.1  RISORSE IDRICHE - Grande adduzione primaria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B102;PATTO BASILICATA - INTERVENTO STRATEGICO 10.2  RISORSE IDRICHE - Schemi idropotabili comunali;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B103;PATTO BASILICATA - INTERVENTO STRATEGICO 10.3 RISORSE IDRICHE - Collettamento e depurazione;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B111;Patto Basilicata - Intervento strategico 11.Valorizzazione attrattori naturali - Programma tutela della BiodiversitÃ  e Valorizzazione e fruizione degli attrattori naturali (cooperativa di comunitÃ );STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B121;PATTO BASILICATA - INTERVENTO STRATEGICO 12.1 RIQUALIFICAZIONE TERRITORIALE  - Contratti di fiume;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B131;PATTO BASILICATA - INTERVENTO STRATEGICO 13.1 DISSESTO IDROGEOLOGICO;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B141;PATTO BASILICATA - INTERVENTO STRATEGICO 14.1 RAFFORZAMENTO E POTENZIAMENTO;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B142;Patto Basilicata - INTERVENTO STRATEGICO 14 - Rafforzamento e potenziamento tecnologico per la sorveglianza ed il controllo delle matrici ambientali - Valutazione incidenza estrazioni petrolifere;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B161;PATTO BASILICATA - INTERVENTO STRATEGICO  16.1 CLUSTER AEROSPAZIO - Sviluppo e potenziamento delle infrastrutture di ricerca;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCCIMETMESSINA;PATTOME16;PATTO PER LA CITTA DI MESSINA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MESSINA;0;
PSCBASILICATA;B181;PATTO BASILICATA - INTERVENTO STRATEGICO 18.1 SUPPORTO ALLO SVILUPPO INDUSTRIALE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B191;PATTO BASILICATA - INTERVENTO STRATEGICO 19.1 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Programma di sostegno specifico per le imprese del settore turistico;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B192;PATTO BASILICATA - INTERVENTO STRATEGICO 19.2 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Incentivi ad imprese start up e spin off e potenziamento imprese;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B193;PATTO BASILICATA - INTERVENTO STRATEGICO 19.3 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Marketing territoriale ed internazionalizzazione;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B195;PATTO BASILICATA - INTERVENTO STRATEGICO 19.3 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Marketing territoriale ed internazionalizzazione - Sistema produttivo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B196;PATTO BASILICATA - INTERVENTO STRATEGICO 19.3 SOSTEGNO ALL'INSEDIAMENTO, INNOVAZIONE E RAFFORZAMENTO D'IMPRESA - Marketing territoriale ed internazionalizzazione - Promozione Sistema produttivo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B201;PATTO BASILICATA - INTERVENTO STRATEGICO 20.1 ENERGIA - Efficienza energetica strutture ed infrastrutture pubbliche;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B203;PATTO BASILICATA - INTERVENTO STRATEGICO 20.3 ENERGIA - Efficienza energetica dei processi produttivi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B204;PATTO BASILICATA - INTERVENTO STRATEGICO 20.1 ENERGIA - Efficienza energetica strutture ed infrastrutture pubbliche - Interventi di riqualificazione energetica;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B210;Patto Basilicata -21.Riqualificazione urbana e territoriale - Progetti integrati per la riqualificazione e rigenerazione dei sistemi urbani e territoriali;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B221;PATTO BASILICATA - INTERVENTO STRATEGICO 22.1 RECUPERO E VALORIZZAZIONE ATTRATTORI CULTURALI - Recupero e valorizzazione del patrimonio materiale ed immateriale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B222;PATTO BASILICATA - INTERVENTO STRATEGICO 22.2 RECUPERO E VALORIZZAZIONE ATTRATTORI CULTURALI - Interventi infrastrutturali;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B223;PATTO BASILICATA - INTERVENTO STRATEGICO 22 RECUPERO E VALORIZZAZIONE ATTRATTORI CULTURALI - Azioni di valorizzazione e comunicazione connesse a Matera Basilicata 2019;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B225;INTERVENTO STRATEGICO 22 Recupero e valorizzazione attrattori culturali - Potenziamento della promozione turistica della Basilicata mediante l'organizzazione di grandi eventi sul territorio regionale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B226;B226 - Patto Basilicata - INTERVENTO STRATEGICO Recupero e valorizzazione attrattori culturali - Marketing territoriale ed internazionalizzazione dell'offerta culturale e turistica - iniziative DGR 67;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B231;PATTO BASILICATA - INTERVENTO STRATEGICO 23_1 PROGRAMMA MATERA 2019;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
PSCBASILICATA;B232;INTERVENTO STRATEGICO 23_1 Programma Matera 2019 - AttivitÃ  connesse al programma Matera 2019 DGR 1393/2017;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC BASILICATA;0;
