COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
C335;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D29 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C336;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D29 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C337;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D3 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C338;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D3 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C339;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D30 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C340;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D30 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C341;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D31 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C342;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D31 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C343;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D32 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C344;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D32 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C345;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D33 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C346;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D33 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C347;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D34 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C348;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D34 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C349;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D35 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C350;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D35 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C351;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D36 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C352;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D36 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C353;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D37 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C354;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D37 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C355;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D38 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C356;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D38 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C357;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D39 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C358;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D39 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C359;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D4 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C360;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D4 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C361;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D40 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C362;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D40 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C363;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D41 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C364;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D41 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C365;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D42 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C366;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D42 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C367;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D43 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C368;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D43 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C369;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D44 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C370;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D44 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C371;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D45 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C372;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D45 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C373;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D46 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C374;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D46 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C375;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D47 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C376;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D47 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C377;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D49 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C378;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D49 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C379;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D5 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C380;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D5 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C381;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D50 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C382;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D50 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C383;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D51 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C384;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D51 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C385;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D52 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C386;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D52 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C387;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D53 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C388;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D53 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C389;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D54 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C390;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D54 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C391;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D55 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C392;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D55 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C393;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D6 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C394;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D6 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C395;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D7 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C396;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D7 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C397;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D8 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C398;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D8 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C400;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO SANITARIO D9 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C401;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO-SANITARIO 48 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C402;PNSC Sicilia - Piano di intervento del DISTRETTO SOCIO-SANITARIO 48 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2012CAXXXPAC00;2007-2013;POC;PAC CAMPANIA;0;
PRIN;RIDE-Ricerca Italiana di Eccellenza;STRUMENTI ATTUAZIONE DIRETTA;2017FSCRICERCA;2014-2020;FSC;PIANO FSC RICERCA E INNOVAZIONE;0;
SAPSO;Piano stralcio Fondo progettazione dissesto idrogeologico - delibera n. 32/2015;STRUMENTI ATTUAZIONE DIRETTA;2015XXXXXPSO000;2014-2020;FSC;PIANO FSC DISSESTO IDROGEOLOGICO (FONDO);0;
SOS2;Obiettivo di Servizio n. 2 - Servizi socio-sanitari a favore di bambini e anziani (Delibere CIPE n. 82 del 3.8.2007 e n. 79 dell'11.7.2012);STRUMENTI DI ATTUAZIONE DIRETTA;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
II.2;"""Opere di difesa (messa in sicurezza specifiche situazioni";STRUMENTI DI ATTUAZIONE DIRETTA;2007BO002FA009;2007-2013;FSC;PAR FSC PA BOLZANO;0;
ANIA;Fondo art. 27 legge 488/1999;STRUMENTI DI ATTUAZIONE DIRETTA;2007IT006FISMA;2007-2013;FSC;PNA NUOVA IMPRENDITORIALITA' AGRICOLA;0;
C035;PNSC Campania - Piano di intervento dell'Ambito C07 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C046;PNSC Campania - Piano di intervento dell'Ambito N02 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C082;PNSC Campania - Piano di intervento dell'Ambito N20 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C083;PNSC Campania - Piano di intervento dell'Ambito N21 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C097;PNSC Campania - Piano di intervento dell'Ambito N28 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C100;PNSC Campania - Piano di intervento dell'Ambito N29 - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C113;PNSC Campania - Piano di intervento dell'Ambito S02 - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C184;PNSC Puglia - Piano di intervento dell'AMBITO DI MANDURIA - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C237;PNSC Calabria - Piano di intervento del Distretto nÃÂ°1 SEDE CIRO' MARINA - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C250;PNSC Calabria - Piano di intervento del Distretto nÃÂ°2 DISTRETTO SUD SEDE BOVALINO - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C251;PNSC Calabria - Piano di intervento del Distretto nÃÂ°2 Paola/Cetraro- SEDE PAOLA - Infanzia;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
C252;PNSC Calabria - Piano di intervento del Distretto nÃÂ°2 Paola/Cetraro- SEDE PAOLA - Anziani;STRUMENTI DI ATTUAZIONE DIRETTA;2012MINTXPAC21;2007-2013;POC;PAC MININT SERVIZI DI CURA;0;
II.1;Prevenzione rischi naturali;STRUMENTI DI ATTUAZIONE DIRETTA;2007BO002FA009;2007-2013;FSC;PAR FSC PA BOLZANO;0;
I;ViabilitÃÂ  periferica;STRUMENTI DI ATTUAZIONE DIRETTA;2007BO002FA009;2007-2013;FSC;PAR FSC PA BOLZANO;0;
III;Servizio idrico;STRUMENTI DI ATTUAZIONE DIRETTA;2007BO002FA009;2007-2013;FSC;PAR FSC PA BOLZANO;0;
ALO1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Lombardia;ACCORDO DI PROGRAMMA QUADRO (APQ);2007IT004FAMA1;2007-2013;FSC;PNA RISANAMENTO AMBIENTALE;0;
CB05;CIS Direttrice Ferroviaria Napoli- Bari -Lecce/Taranto - Regione Basilicata;CONTRATTO ISTITUZIONALE DI SVILUPPO;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
CS01;CIS Direttrice ferroviaria Catania Palermo;CONTRATTO ISTITUZIONALE DI SVILUPPO;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
L46P;Legge 46 contributi;STRUMENTI DI ATTUAZIONE DIRETTA;2012MISE1PAC22;2007-2013;POC;PAC MISE IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;0;
CP01;CIS Direttrice ferroviaria Napoli- Bari -Lecce-Taranto;CONTRATTO ISTITUZIONALE DI SVILUPPO;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
CIS1;CIS Direttrice Ferroviaria Napoli- Bari -Lecce/Taranto;CONTRATTO ISTITUZIONALE DI SVILUPPO;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
CC01;CIS Direttrice ferroviaria Salerno Reggio Calabria;CONTRATTO ISTITUZIONALE DI SVILUPPO;2007IT001FA005;2007-2013;FSC-POC;PAS DIRETTRICI FERROVIARIE;0;
AA06;I^ATTO INTEGRATIVO Completamento e rafforz.del sistema logistico di mobilita regionale per favorire lo svil.economico territoriale in rif.alla movimentaz.passeggeri e merci.INT.1 PORTI EAEROPORTI;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
ABAG;Agricoltura;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABBC;Recupero Beni culturali, storici e ambientali;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABBS;Bonifica siti degradati;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABBT;Adeguamento e potenziamento aree turistiche;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
SAFD;Interventi di rilevanza strategica regionale nei settori ambientali della depurazione delle acque e trattamento delle acque reflue urbane;ACCORDO DI PROGRAMMA QUADRO (APQ);2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
ABCI;Ciclo Idrico integrato;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABCM;Chiese e Musei;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABCV;Collegamenti Viari;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABEC;Beni ed edifici comunali;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABFF;Collegamenti ferroviari e filoviari;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABIF;Impiantistica a fune;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABII;Infrastrutture immobiliari strategiche;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABIN;Infrastrutture nodali e logistica;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABMC;MobilitÃ  ciclo pedonale;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABMM;MobilitÃ  multimodale;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABOM;Opere Marittime e Acque Marine;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABOP;Sicurezza Opere Pubbliche;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABPC;Eventi calamitosi e protezione civile;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
ABPR;Prevenzione e gestione rischi ambientali;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
AA03;Completamento e rafforzamento del sistema logistico di mobilita regionale per favorire lo sviluppo economico territoriale in rif. alla movimentazione passeggeri e merci.INTERVENTO 1 PORTI E AEROPORTI;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
SI1R;Migliorare lÃÂ¿accesso al credito delle PMI abruzzesi;STRUMENTI DI ATTUAZIONE DIRETTA;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
ABRA;Ricerca applicata;STRUMENTI ATTUAZIONE DIRETTA;2016PATTIABR;2014-2020;FSC;PATTO ABRUZZO;0;
AA01;Rafforzare e migliorare il sistema di mobilitÃÂ  regionale nei centri urbani e nelle aree montane attraverso l'incentivazione di mobilitÃÂ  di trasporto sostenibili (filovie, funivie, combinazioni i;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AA04;Completamento e rafforzamento del sistema logistico di mobilitÃÂ  regionale per favorire lo sviluppo economico territoriale in riferimento alla movimentazione passeggeri e merci.;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AA07;AA07-II^ATTO INTEGRATIVO Completamento e rafforz.del sistema logistico di mobilita regionale per favorire lo svil.economico territoriale in rif.alla movimentaz.passeggeri merci.INT.1 PORTI AEROPORTI;STRUMENTI DI ATTUAZIONE DIRETTA;2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AB01;Riduzione del rischio derivante da fenomeni alluvionali, franosi ed erosivi delle diverse fasce del territorio regionale (montagna interna, pedemontana e costiera).;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AB04;"I^ ATTO INTEGRATIVO APQ RIDUZIONE DEL RISCHIO IDROGEOLOGICO DERIVANTE DA FENOMENI FRANOSI, ALLUVIONALI ED EROSIVI""";ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AF01;Sostenere la realizzazione dellÃÂ¿Azione Connessa Automotive;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AF02;Beni Culturali;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AG01;Crescita Digitale della Regione ABRUZZO;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
AH01;APQ VALLE PELIGNA;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB002FA001;2007-2013;FSC;PAR FSC ABRUZZO;0;
ARI1;PIANO STRAORDINARIO DI TUTELA E GESTIONE DELLA RISORSA IDRICA, FINALIZZATO PRIORITARIAMENTE A POTENZIARE LA CAPACITA' DI DEPURAZIONE DEI REFLUI URBANI - L. 27.12.2013 N. 147;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI004MA002;2007-2013;FSC;PS RISORSA IDRICA ABRUZZO;0;
CAB1;Sistema Universitario Abruzzo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007AB003FA001;2007-2013;FSC;PRA ABRUZZO;0;
